termo,user,frase,tweet_origin_id,tweet_id,data_do_tweet
magazineluiza,guicpd,RT @lilvinicinha: @magazineluiza lindaaa,' None ',' 1400220005699051522 ',' 2021-06-02 22:37:18 '
magazineluiza,greyinfernal,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400219743081086976 ',' 2021-06-02 22:36:16 '
magazineluiza,joaomtos,No dia 26 de abril comprei um notebook no @magazineluiza e até hoje não recebi. 😡😡😡 Nunca mais compro N-A-D-A nesse site.  Que ódio dessa loja.,' None ',' 1400219261302362118 ',' 2021-06-02 22:34:21 '
magazineluiza,noa_glvs,Magalu é bi fodasse eu nao faço as regras https://t.co/CIssa4Ns4M,' None ',' 1400219167639343110 ',' 2021-06-02 22:33:59 '
magazineluiza,Sippin8ChlOrine,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400219151956856832 ',' 2021-06-02 22:33:55 '
magazineluiza,Alex79terror,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400219049070632960 ',' 2021-06-02 22:33:30 '
magazineluiza,brunildo_,do nada a lu do magalu bissexual https://t.co/n80HPiCAYg,' None ',' 1400218668739579904 ',' 2021-06-02 22:32:00 '
magazineluiza,mematapfv1985,@magazineluiza @lilvinicinha vai sentar na piroca preta dele né dia tarada,' 1400199239003774981 ',' 1400218503186108425 ',' 2021-06-02 22:31:20 '
magazineluiza,sushidoceu,kkkkkkkkkk to so ela https://t.co/HnoSv1Biwi,' None ',' 1400218322772373505 ',' 2021-06-02 22:30:37 '
magazineluiza,JuniorPedigree,@oigorcarvalho @comuniqueira @magazineluiza mostra o buraco da USB pra ver se é compatível,' 1400217270358585348 ',' 1400217897281015811 ',' 2021-06-02 22:28:56 '
magazineluiza,vitor53758028,@JhoonyZZ @RGL4U @PandaGa74537294 @magazineluiza Submarino é de fuder jj,' 1400197487844024325 ',' 1400217861373693954 ',' 2021-06-02 22:28:47 '
magazineluiza,Yuna_Lightning,"@jansen2099 @magazineluiza 💫OLA SOMOS A GAMERZONE  E TEMOS REPUTAÇÃO EM TODA A REGIÃO!   ☑ https://t.co/IKA4InZviY  🎮GamerZone🎮   🤝🏻Ola amigos clientes,Esse é o  grupo de vendas de jogos digitais de Ps4 e Ps5 da  🎮GAMERZONE🎮   ⚠️ATENÇÃO LEIA AS REGRAS DOS GRUPOS E EVITE BANIMENTOS DESNECESSÁRIOS ⚠️ https://t.co/bbgLLj8FvQ",' 1400209468583985155 ',' 1400217822475718665 ',' 2021-06-02 22:28:38 '
magazineluiza,vitor53758028,"RT @RGL4U: @PandaGa74537294 @magazineluiza ah com certeza po, compra no magazine luiza ai pra ajudar a boneca virtual que é trans no dia do…",' None ',' 1400217778016116737 ',' 2021-06-02 22:28:27 '
magazineluiza,Kacin633,@lucashenriq87 @Jefxrs0n @magazineluiza @lilvinicinha @Victor_silvazs @Druderaa KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK PELO AMOR DE DEUS,' 1400216598942736388 ',' 1400217720042536965 ',' 2021-06-02 22:28:13 '
magazineluiza,pxgustavo,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400217453771251713 ',' 2021-06-02 22:27:10 '
magazineluiza,ilicito,@magazineluiza Manda foto do BNC,' 1400106087739805703 ',' 1400217275068788739 ',' 2021-06-02 22:26:27 '
magazineluiza,oigorcarvalho,@JuniorPedigree @comuniqueira @magazineluiza Bota pra fora aí então,' 1400215080109625344 ',' 1400217270358585348 ',' 2021-06-02 22:26:26 '
magazineluiza,farofaprontayok,@magazineluiza @mrxasylum magalu é bi!!!! é sobre isso,' 1400106087739805703 ',' 1400217003428827138 ',' 2021-06-02 22:25:23 '
magazineluiza,gojoulie,é sobre isso 🌈 https://t.co/gZgCRabsmN,' None ',' 1400216933102931972 ',' 2021-06-02 22:25:06 '
magazineluiza,Yuna_Lightning,@jansen2099 @magazineluiza Passo sim lá tem muita promoção,' 1400209468583985155 ',' 1400216811988307971 ',' 2021-06-02 22:24:37 '
magazineluiza,inosdan,@magazineluiza Maravilhosa 😍,' 1400106087739805703 ',' 1400216751292530690 ',' 2021-06-02 22:24:22 '
magazineluiza,tatoetc,"@magazineluiza do céu, pq tanto tempo embalando o produtoooooooooo? Tô ansioser",' None ',' 1400216694262571011 ',' 2021-06-02 22:24:09 '
magazineluiza,BregaAna,@magazineluiza Abro os olhos,' 1400044712451526658 ',' 1400216400493481986 ',' 2021-06-02 22:22:59 '
magazineluiza,Robertorj74,"@magazineluiza Aliás... como o @Twitter resolveu regular o pensamento dos outros, eu resolvi BLOQUEAR TODOS OS ANUNCIANTES que aparecem na minha timeline. Simples assim.",' 1400106087739805703 ',' 1400215928202219520 ',' 2021-06-02 22:21:06 '
magazineluiza,HMosby1,@marvadokkj @PandaGa74537294 @magazineluiza Fdp KKKKKKKKKKKKKKKK,' 1400197468860686339 ',' 1400215896325513223 ',' 2021-06-02 22:20:59 '
magazineluiza,laranjazz,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400215893129445386 ',' 2021-06-02 22:20:58 '
magazineluiza,QueMomento1,@magazineluiza Manda foto da entrada USB.... Kkkkkkkk(por Joaquim Teixeira),' 1400106090197663744 ',' 1400215865308688387 ',' 2021-06-02 22:20:51 '
magazineluiza,GD_Kalash,a skynet avança silenciosamente entre nós https://t.co/3lHIUPOmw8,' None ',' 1400215754822279168 ',' 2021-06-02 22:20:25 '
magazineluiza,highbylaur,@magazineluiza lu do magalu de um cupom aos bissexuais em homenagem ao mês do orgulho,' 1400106087739805703 ',' 1400215746148548618 ',' 2021-06-02 22:20:23 '
magazineluiza,lucasernestoo,ótimo meme magalu https://t.co/rz7LqWhJnU,' None ',' 1400215715156692995 ',' 2021-06-02 22:20:15 '
magazineluiza,Robertorj74,"@magazineluiza Nem poderia ouvir sertanejo.  Ou seja, uma mentirosa interessada apenas em dinheiro.   Já vi esse filme antes.",' 1400106087739805703 ',' 1400215621602877442 ',' 2021-06-02 22:19:53 '
magazineluiza,CabEEYoConda,"@magazineluiza pergunta se a natnatuta tá solteira amg, vai toda  @naturabroficial https://t.co/fuA5I2qCHU",' 1400106087739805703 ',' 1400215533249863683 ',' 2021-06-02 22:19:32 '
magazineluiza,LsmLeo,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400215251803684867 ',' 2021-06-02 22:18:25 '
magazineluiza,kauannerafaa,solteira então?😏😏😏 https://t.co/9V0bc1d9Bc,' None ',' 1400215161240162306 ',' 2021-06-02 22:18:03 '
magazineluiza,joaoeu20,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400215129065721866 ',' 2021-06-02 22:17:56 '
magazineluiza,JuniorPedigree,@oigorcarvalho @comuniqueira @magazineluiza então pega no meu pal,' 1400113131368628227 ',' 1400215080109625344 ',' 2021-06-02 22:17:44 '
magazineluiza,flashcosmos,a magalu bissexual fazendo parte da nova temporada de westworld https://t.co/5XEwATwe3g,' None ',' 1400214934869491716 ',' 2021-06-02 22:17:09 '
magazineluiza,NfKeq3bochWJzUu,@magazineluiza @lilvinicinha Doida pelo seu dinheiro vinicin... sai dessa,' 1400199239003774981 ',' 1400214669936271366 ',' 2021-06-02 22:16:06 '
magazineluiza,teco_____teco,"@RGL4U @PandaGa74537294 @magazineluiza ""ain minha assistente é bi que nem eu""  Sim, filha, ela é bilionária mas não que nem você",' 1400181201747550213 ',' 1400214622020554755 ',' 2021-06-02 22:15:55 '
magazineluiza,erickson_scr,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400214607537573892 ',' 2021-06-02 22:15:51 '
magazineluiza,Lauluano,"@magazineluiza ja fiz 3 pedidos desde sabado, entreguem rapido os outros pq tem um q tem data de entrega pra 3/08 minha  ansiedade me mata kkk",' 1400209848608997382 ',' 1400214561916178437 ',' 2021-06-02 22:15:40 '
magazineluiza,scymoon,o nem namorado nem namorada aiii lu do magalu sirva este queerbait bem gelado https://t.co/iRaTJn87OL,' None ',' 1400214555918229504 ',' 2021-06-02 22:15:39 '
magazineluiza,raffkhaos,@magazineluiza como assim amor? você disse que ia me assumir 😭😭,' 1400106087739805703 ',' 1400214502243717120 ',' 2021-06-02 22:15:26 '
magazineluiza,venuscoding,@magazineluiza @lilvinicinha vamos por esse cuzinho pra sentar na pika em kk,' 1400199239003774981 ',' 1400214486863298565 ',' 2021-06-02 22:15:23 '
magazineluiza,mrigobelli,Putz https://t.co/HNQVoSDOcH,' None ',' 1400214485835685891 ',' 2021-06-02 22:15:22 '
magazineluiza,gugazord,RT @lilvinicinha: amor? https://t.co/bNeJ3mOeKg,' None ',' 1400214398615031809 ',' 2021-06-02 22:15:02 '
magazineluiza,desgracadooo,apaixonado nessa https://t.co/U41YpoIXwh,' None ',' 1400214352771403777 ',' 2021-06-02 22:14:51 '
magazineluiza,vitinsapekagens,que tal uns agachamentos e uns implantezinho em https://t.co/cqQl6yxnTo,' None ',' 1400214300703264769 ',' 2021-06-02 22:14:38 '
magazineluiza,pieckpiss,lu do Magalu esqueceu q n eh dia 3 Ainda https://t.co/E0gUKYuUwh,' None ',' 1400214095194951684 ',' 2021-06-02 22:13:49 '
magazineluiza,brunoaccica,Infelizmente estou tendo uma triste experiência de compra com a @magazineluiza 😢 Alô @proconspoficial https://t.co/CMMZEWhdWL,' None ',' 1400214092338675716 ',' 2021-06-02 22:13:48 '
magazineluiza,tavinzin1,RT @lilvinicinha: @magazineluiza lindaaa,' None ',' 1400213918618984450 ',' 2021-06-02 22:13:07 '
magazineluiza,gabriel_B_Arce,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400213873018519557 ',' 2021-06-02 22:12:56 '
magazineluiza,lilvinicinha,amor? https://t.co/bNeJ3mOeKg,' None ',' 1400213772137021440 ',' 2021-06-02 22:12:32 '
magazineluiza,vamp6s,muito eu https://t.co/rYq8r2rqll,' None ',' 1400213298872827908 ',' 2021-06-02 22:10:39 '
magazineluiza,itadorivr,"lu bissexual eu amo, passa a oferta pros bissexuais aí https://t.co/Fs36KxO2f0",' None ',' 1400212859980861446 ',' 2021-06-02 22:08:55 '
magazineluiza,SandraIIconta,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400212799243132928 ',' 2021-06-02 22:08:40 '
magazineluiza,clovisclaisson,@PandaGa74537294 @magazineluiza Orientação pra acabar em sexo,' 1400108304551063562 ',' 1400212636499914755 ',' 2021-06-02 22:08:01 '
magazineluiza,simonsouzaa,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400212186799259650 ',' 2021-06-02 22:06:14 '
magazineluiza,HandMikes,"@magazineluiza toco um punhetão sem pederastia e com todo respeito sem querer ofender nenhuma raça, etnia, gênero, dentre tantos outros...",' 1400044712451526658 ',' 1400211955139350541 ',' 2021-06-02 22:05:19 '
magazineluiza,igorlemes84,"4º Lugar  Lu do MagaLu (@magazineluiza) Ela é um classico, mas é uma tiazona querendo pagar de descolada, mó cringe https://t.co/ry9PlYbY41",' 1400211659981996035 ',' 1400211662796464142 ',' 2021-06-02 22:04:09 '
magazineluiza,DelkKalopsita,@PandaGa74537294 @magazineluiza Bi por estar solteira? Que coisa sem lógica.,' 1400108304551063562 ',' 1400211492046348290 ',' 2021-06-02 22:03:29 '
magazineluiza,Ariewwww,INDIRETA PRA MIM FOFAH? https://t.co/kHfqN7OtuI,' None ',' 1400211320776105990 ',' 2021-06-02 22:02:48 '
magazineluiza,O_Willian_,"@Neonnynho https://t.co/QjHyJYBsfe  https://t.co/kcHAoGu8Z1  Achei esses aí na faixa dos 250 e poucos, vê se algum deles te agrada, qualquer coisa já procuro outro",' 1400208591555006464 ',' 1400211166350221312 ',' 2021-06-02 22:02:11 '
magazineluiza,max_barros_br,"Se formar em marketing e publicidade pra fazer uma porra dessa?   E tem dodói que troca idéia, que acha mesmo que isso ouve sertanejo e que é lgbt.  Vão se foder. https://t.co/MkdqC0QApI",' None ',' 1400211146582462465 ',' 2021-06-02 22:02:06 '
magazineluiza,xulianxs,Eu sou a magalu https://t.co/aRzc9WIONo,' None ',' 1400210826359885834 ',' 2021-06-02 22:00:50 '
magazineluiza,denis9fduart,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400210657761501196 ',' 2021-06-02 22:00:10 '
magazineluiza,ThaiLuiz,@magazineluiza Nunca mais compro nada nessa porcaria de loja,' 1400106087739805703 ',' 1400210599016112129 ',' 2021-06-02 21:59:56 '
magazineluiza,RaffaelloFazzi,@magazineluiza Sério? Achei que você namorava com uma torradeira ou com um forno microondas 🤦‍♂️,' 1400106087739805703 ',' 1400210587158777862 ',' 2021-06-02 21:59:53 '
magazineluiza,JorginhoMikael,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400210524776894465 ',' 2021-06-02 21:59:38 '
magazineluiza,CoalaBarry,Por essa eu não esperava https://t.co/lkjUggNB90,' None ',' 1400210423291514893 ',' 2021-06-02 21:59:14 '
magazineluiza,dabinlips,@magazineluiza não tem vendido e entregue por vcs 😭😭😭,' 1399797386512371713 ',' 1400210262637092864 ',' 2021-06-02 21:58:35 '
magazineluiza,NovaisFFC,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400210025570877445 ',' 2021-06-02 21:57:39 '
magazineluiza,cigsaftxtuyo_,"sim lgbtwitter esse conjunto de códigos que simula um ser humano é com certeza bissexual, isso com ctz não é uma estratégia pra se aproveitar da estupidez das pessoas na internet, é sobre isso 😍😍😍🙏🙏🙏👏👏👏👏 https://t.co/l96tgg4LUn",' None ',' 1400209958722019337 ',' 2021-06-02 21:57:23 '
magazineluiza,bIureI,ae-giselle ta contando umas esses dias! https://t.co/edJdeBGxHq,' None ',' 1400209822985998340 ',' 2021-06-02 21:56:51 '
magazineluiza,lucearaujo,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400209726638542850 ',' 2021-06-02 21:56:28 '
magazineluiza,theniscolas,@Laranjo_Cplp @PandaGa74537294 @magazineluiza magali foi de fude,' 1400199924768296965 ',' 1400209706401083394 ',' 2021-06-02 21:56:23 '
magazineluiza,shinsowaifu,FDS SUA FEIA https://t.co/GNFbzKR5w7,' None ',' 1400209564868517892 ',' 2021-06-02 21:55:49 '
magazineluiza,jansen2099,@Yuna_Lightning @magazineluiza Mestra passa o link da loja pra poder da um força lá.🙂,' 1399873050057773058 ',' 1400209468583985155 ',' 2021-06-02 21:55:26 '
magazineluiza,Claudia31233145,@magazineluiza Manda foto da entrada U.S.B ! 😂,' 1400106087739805703 ',' 1400209420886360064 ',' 2021-06-02 21:55:15 '
magazineluiza,servoalon,"lu e bi, não deixem essa gata robótica sozinha https://t.co/kapWa9t8fF",' None ',' 1400209346890448898 ',' 2021-06-02 21:54:57 '
magazineluiza,KemelP25,@silveger @magazineluiza Esse filme é muito louco hahahah,' 1400113586236805122 ',' 1400209260219338753 ',' 2021-06-02 21:54:36 '
magazineluiza,whosnathalias,"Representatividade bissexual robótica, achei tudo https://t.co/GYppyrcORY",' None ',' 1400209254594777094 ',' 2021-06-02 21:54:35 '
magazineluiza,patyarqt,"Nenhume desses boneques virtuais sãoe hômis, negres, anõeses, indigenes, gordes, funqueires  São todas muié, magras e ricas. Preconceitos, até quando? ¬¬ https://t.co/7Xhmf5KX4L",' None ',' 1400209242963972096 ',' 2021-06-02 21:54:32 '
magazineluiza,seungminlgbt,vinheta jesus https://t.co/IEdLjlkZpN,' None ',' 1400209087728652295 ',' 2021-06-02 21:53:55 '
magazineluiza,DinizDireita17,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400209070510862336 ',' 2021-06-02 21:53:51 '
magazineluiza,AryFelixx,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B. https://t.co/zPucmGznne,' None ',' 1400208480766763009 ',' 2021-06-02 21:51:31 '
magazineluiza,Bart_FIamengo,@RogerBennq @magazineluiza @Samsung Paulo Guedes vc me prometeu...,' 1400107273909850112 ',' 1400208373581336578 ',' 2021-06-02 21:51:05 '
magazineluiza,isailorr,robô  bis sex ual https://t.co/L4Mc4K18zB,' None ',' 1400208193578586114 ',' 2021-06-02 21:50:22 '
magazineluiza,Queissovitao,"@magazineluiza Poxa magalu, fiz a compra e tava pra entregar até 02 horas depois do pedido e não chegou, chateado",' 1399864776830955520 ',' 1400208122350821377 ',' 2021-06-02 21:50:05 '
magazineluiza,nayla_emmanuely,RT @magazineluiza: Eu sofrendo ouvindo sertanejo 😭😭 // Lembrei que sou virtual e não tenho nem namorado nem namorada 😍😍 https://t.co/TMKUg3…,' None ',' 1400207616630997000 ',' 2021-06-02 21:48:05 '
magazineluiza,victorcoimbra,@magazineluiza Manda foto da entrada USB,' 1400106087739805703 ',' 1400207610616463361 ',' 2021-06-02 21:48:03 '
magazineluiza,panchess_,O @magazineluiza vocês entram em contato por telefone pra confirmar dados? Recebi uma ligação e achei muito suspeito.,' None ',' 1400207371427790851 ',' 2021-06-02 21:47:06 '
magazineluiza,brunoaccica,"@magazineluiza Oi, já te respondi e faz 45min que estou sem resposta. 😢",' 1400195784528863239 ',' 1400207331854532610 ',' 2021-06-02 21:46:57 '
magazineluiza,asoouz,"@CasasBahia ABSURDO! EU COMPREI MEU REFRIGERADOR A VISTA! NO DIA 09/05! VOCÊ ACHA JUSTO EU TER QUE ESPERAR QUASE UM MÊS PRA RECEBER? COMPREI PQ PRECISO, NAO FOI POR LUXO NAO! TENHO 3 BEBÊS, E NAO TENHO REFRIGERADOR E INFELIZMENTE DEIXEI DE COMPRAR COM A @magazineluiza PRA COMPRAR COM VCS!",' 1400206398613504011 ',' 1400207135208845313 ',' 2021-06-02 21:46:10 '
magazineluiza,daniuzun_,"RT @gstfgr: galera que ta procurando trampo, galpão logístico do magazine luiza ta contratando, várias áreas!!! https://t.co/ujrl3EHS1R htt…",' None ',' 1400206828127014917 ',' 2021-06-02 21:44:57 '
magazineluiza,iuzerneimi1,lu do magalu em *crise existencial* https://t.co/DoHS5Y0kRQ,' None ',' 1400206766869151746 ',' 2021-06-02 21:44:42 '
magazineluiza,pcbuildwizard,"Intel Core i3-10105F, Quad-Core, HT, LGA 1200 - BX8070110105F R$ 759,00 em 10 x ⭐⭐⭐ Menor preço dos últimos 90 dias: R$ 575,52. https://t.co/w9zN2eI4bk",' 1400206526296567808 ',' 1400206528922148870 ',' 2021-06-02 21:43:45 '
magazineluiza,pcbuildwizard,"Intel Core i3-10100F, Quad-Core, HT, LGA 1200 - BX8070110100F R$ 719,04 em 12 x ⭐⭐⭐ Menor preço dos últimos 90 dias: R$ 616,90. https://t.co/FYGD3uijYj",' 1400206524006420481 ',' 1400206526296567808 ',' 2021-06-02 21:43:45 '
magazineluiza,Makise_Shii,Lembrar que não existe e ficar tranquila https://t.co/b83swSCxWo,' None ',' 1400206491215351813 ',' 2021-06-02 21:43:36 '
magazineluiza,Viini_OS,@magazineluiza Pq essa merda aparece na minha timeline? VSF! Block,' 1400106087739805703 ',' 1400206439596052490 ',' 2021-06-02 21:43:24 '
magazineluiza,allannerii,"@magazineluiza e a menina da Natura hein? ouve boatos, doi verídico?",' 1400106087739805703 ',' 1400206308805066753 ',' 2021-06-02 21:42:53 '
magazineluiza,leandro_moikano,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B.,' None ',' 1400205889261428737 ',' 2021-06-02 21:41:13 '
magazineluiza,EuNaoSouOJunior,RT @JoaquinTeixeira: MANDA FOTO DA ENTRADA U.S.B. https://t.co/zPucmGznne,' None ',' 1400205638035247106 ',' 2021-06-02 21:40:13 '
magazineluiza,choezika,nao teve teaser do loona hoje       lembro que a haseul ta no comeback tambem https://t.co/XGtT0bLxls,' None ',' 1400205219103924224 ',' 2021-06-02 21:38:33 '
magazineluiza,ceciliaindenial,Magalu vc está precisando de uma consultoria de moda https://t.co/dgDf9M19tn,' None ',' 1400205159217696769 ',' 2021-06-02 21:38:19 '
magazineluiza,jongvlog,lu do magalu vc é bi?? https://t.co/U3JxbKmznl,' None ',' 1400205073767145476 ',' 2021-06-02 21:37:58 '
magazineluiza,kote46803394,@magazineluiza lixo... isso é lixo digital...,' 1400106087739805703 ',' 1400204898768142336 ',' 2021-06-02 21:37:17 '
magazineluiza,Lauluano,"@magazineluiza perfeita, entrega super rápida, comprei ontem à noite e já chegou em casa, que dms manos *-*",' None ',' 1400204758573518851 ',' 2021-06-02 21:36:43 '
